Index,title,artist,image,rank,year
2000,Bad Day,Daniel Powter,https://charts-static.billboard.com/img/1840/12/daniel-powter-nsa-53x53.jpg,1,2006
2001,Temperature,Sean Paul,https://charts-static.billboard.com/img/2005/12/sean-paul-uyx-53x53.jpg,2,2006
2002,Promiscuous,Nelly Furtado Featuring Timbaland,https://charts-static.billboard.com/img/2006/05/nelly-furtado-ezw-53x53.jpg,3,2006
2003,You're Beautiful,James Blunt,https://charts-static.billboard.com/img/2005/07/james-blunt-nim-53x53.jpg,4,2006
2004,Hips Don't Lie,Shakira Featuring Wyclef Jean,https://charts-static.billboard.com/img/2006/03/shakira-mhe-53x53.jpg,5,2006
2005,Unwritten,Natasha Bedingfield,https://charts-static.billboard.com/img/2005/11/natasha-bedingfield-z7w-53x53.jpg,6,2006
2006,Crazy,Gnarls Barkley,https://charts-static.billboard.com/img/2006/04/gnarls-barkley-bom-53x53.jpg,7,2006
2007,Ridin',Chamillionaire Featuring Krayzie Bone,https://charts-static.billboard.com/img/2006/01/chamillionaire-brc-53x53.jpg,8,2006
2008,SexyBack,Justin Timberlake,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-53x53.jpg,9,2006
2009,Check On It,Beyonce Featuring Slim Thug,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,10,2006
2010,Be Without You,Mary J. Blige,https://charts-static.billboard.com/img/2017/07/mary-j-blige-53x53.jpg,11,2006
2011,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",https://charts-static.billboard.com/img/2005/10/nelly-fmf-53x53.jpg,12,2006
2012,Over My Head (Cable Car),The Fray,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,13,2006
2013,Me & U,Cassie,https://charts-static.billboard.com/img/2006/03/cassie-68b-53x53.jpg,14,2006
2014,Buttons,The Pussycat Dolls Featuring Snoop Dogg,https://charts-static.billboard.com/img/2006/04/the-pussycat-dolls-t1l-53x53.jpg,15,2006
2015,Run It!,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-cte-53x53.jpg,16,2006
2016,So Sick,Ne-Yo,https://charts-static.billboard.com/img/2005/10/ne-yo-kuu-53x53.jpg,17,2006
2017,It's Goin' Down,Yung Joc,https://charts-static.billboard.com/img/2006/01/yung-joc-f7d-53x53.jpg,18,2006
2018,SOS,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,19,2006
2019,I Write Sins Not Tragedies,Panic! At The Disco,https://charts-static.billboard.com/img/2006/02/panic-at-the-disco-yl6-53x53.jpg,20,2006
2020,Move Along,The All-American Rejects,https://charts-static.billboard.com/img/2005/07/the-all-american-rejects-yky-53x53.jpg,21,2006
2021,London Bridge,Fergie,https://charts-static.billboard.com/img/2006/07/fergie-8pu-53x53.jpg,22,2006
2022,Dani California,Red Hot Chili Peppers,https://charts-static.billboard.com/img/1984/09/red-hot-chili-peppers-s9k-53x53.jpg,23,2006
2023,Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,https://charts-static.billboard.com/img/2005/12/lil-jon-cje-53x53.jpg,24,2006
2024,"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,https://charts-static.billboard.com/img/2005/11/dem-franchize-boyz-a35-53x53.jpg,25,2006
2025,What Hurts The Most,Rascal Flatts,https://charts-static.billboard.com/img/2006/01/rascal-flatts-o8u-53x53.jpg,26,2006
2026,How To Save A Life,The Fray,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,27,2006
2027,Unfaithful,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,28,2006
2028,Chasing Cars,Snow Patrol,https://charts-static.billboard.com/img/1840/12/snow-patrol-45e-53x53.jpg,29,2006
2029,Lips Of An Angel,Hinder,https://charts-static.billboard.com/img/2006/04/hinder-iwo-53x53.jpg,30,2006
2030,Everytime We Touch,Cascada,https://charts-static.billboard.com/img/2005/09/cascada-tir-53x53.jpg,31,2006
2031,Ain't No Other Man,Christina Aguilera,https://charts-static.billboard.com/img/2006/06/christina-aguilera-9ag-53x53.jpg,32,2006
2032,"Dance, Dance",Fall Out Boy,https://charts-static.billboard.com/img/2005/10/fall-out-boy-zhw-53x53.jpg,33,2006
2033,Gold Digger,Kanye West Featuring Jamie Foxx,https://charts-static.billboard.com/img/2005/07/kanye-west-nwz-gold-digger-g7e-53x53.jpg,34,2006
2034,Money Maker,Ludacris Featuring Pharrell,https://charts-static.billboard.com/img/2006/07/ludacris-5cn-53x53.jpg,35,2006
2035,Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,https://charts-static.billboard.com/img/2005/12/bubba-sparxxx-y2o-53x53.jpg,36,2006
2036,(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,https://charts-static.billboard.com/img/2006/04/sean-paul-uyx-53x53.jpg,37,2006
2037,Photograph,Nickelback,https://charts-static.billboard.com/img/2017/07/nickelback-53x53.jpg,38,2006
2038,Because Of You,Kelly Clarkson,https://charts-static.billboard.com/img/2005/08/kelly-clarkson-091-53x53.jpg,39,2006
2039,Stickwitu,The Pussycat Dolls,https://charts-static.billboard.com/img/2005/10/the-pussycat-dolls-t1l-53x53.jpg,40,2006
2040,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,https://charts-static.billboard.com/img/2005/12/t-pain-kj8-53x53.jpg,41,2006
2041,My Humps,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-wdp-53x53.jpg,42,2006
2042,Where'd You Go,Fort Minor Featuring Holly Brook,https://charts-static.billboard.com/img/2006/04/fort-minor-57z-53x53.jpg,43,2006
2043,Yo (Excuse Me Miss),Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,44,2006
2044,Walk Away,Kelly Clarkson,https://charts-static.billboard.com/img/2005/12/kelly-clarkson-091-53x53.jpg,45,2006
2045,Laffy Taffy,D4L,https://charts-static.billboard.com/img/2005/07/d4l-ba3-53x53.jpg,46,2006
2046,What You Know,T.I.,https://charts-static.billboard.com/img/2006/02/ti-e27-53x53.jpg,47,2006
2047,Dirty Little Secret,The All-American Rejects,https://charts-static.billboard.com/img/2005/07/the-all-american-rejects-yky-53x53.jpg,48,2006
2048,Savin' Me,Nickelback,https://charts-static.billboard.com/img/2006/02/nickelback-v3l-savin-me-ydr-53x53.jpg,49,2006
2049,Don't Forget About Us,Mariah Carey,https://charts-static.billboard.com/img/2005/10/mariah-carey-tgq-53x53.jpg,50,2006
2050,Sexy Love,Ne-Yo,https://charts-static.billboard.com/img/2006/06/ne-yo-kuu-sexy-love-yc3-53x53.jpg,51,2006
2051,U And Dat,E-40 Featuring T-Pain & Kandi Girl,https://charts-static.billboard.com/img/2006/04/e-40-gbj-53x53.jpg,52,2006
2052,Far Away,Nickelback,https://charts-static.billboard.com/img/2006/01/nickelback-5lu-53x53.jpg,53,2006
2053,What's Left Of Me,Nick Lachey,https://charts-static.billboard.com/img/2006/03/nick-lachey-lm6-53x53.jpg,54,2006
2054,So What,Field Mob Featuring Ciara,https://charts-static.billboard.com/img/2006/03/field-mob-vkl-53x53.jpg,55,2006
2055,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,https://charts-static.billboard.com/img/2006/03/cherish-c9i-53x53.jpg,56,2006
2056,Black Horse & The Cherry Tree,KT Tunstall,https://charts-static.billboard.com/img/2005/11/kt-tunstall-hm5-53x53.jpg,57,2006
2057,There It Go! (The Whistle Song),Juelz Santana,https://charts-static.billboard.com/img/2005/08/juelz-santana-yuj-53x53.jpg,58,2006
2058,Shoulder Lean,Young Dro Featuring T.I.,https://charts-static.billboard.com/img/2006/03/young-dro-3p0-53x53.jpg,59,2006
2059,Unpredictable,Jamie Foxx Featuring Ludacris,https://charts-static.billboard.com/img/2005/10/jamie-foxx-hji-53x53.jpg,60,2006
2060,My Love,Justin Timberlake Featuring T.I.,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,61,2006
2061,Shake That,Eminem Featuring Nate Dogg,https://charts-static.billboard.com/img/2005/12/eminem-1xq-53x53.jpg,62,2006
2062,Pullin' Me Back,Chingy Featuring Tyrese,https://charts-static.billboard.com/img/2006/06/chingy-pez-53x53.jpg,63,2006
2063,Bossy,Kelis Featuring Too $hort,https://charts-static.billboard.com/img/2006/04/kelis-2so-53x53.jpg,64,2006
2064,Chain Hang Low,Jibbs,https://charts-static.billboard.com/img/2006/07/jibbs-jl9-53x53.jpg,65,2006
2065,Smack That,Akon Featuring Eminem,https://charts-static.billboard.com/img/1840/12/akon-r9x-53x53.jpg,66,2006
2066,One Wish,Ray J,https://charts-static.billboard.com/img/2005/08/ray-j-rv3-53x53.jpg,67,2006
2067,"Sugar, We're Goin' Down",Fall Out Boy,https://charts-static.billboard.com/img/2005/06/fall-out-boy-zhw-53x53.jpg,68,2006
2068,Gimme That,Chris Brown Featuring Lil Wayne,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,69,2006
2069,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,https://charts-static.billboard.com/img/2006/06/yung-joc-f7d-53x53.jpg,70,2006
2070,Who Says You Can't Go Home,Bon Jovi,https://charts-static.billboard.com/img/2006/01/bon-jovi-g8x-53x53.jpg,71,2006
2071,Too Little Too Late,JoJo,https://charts-static.billboard.com/img/2006/07/jojo-iey-53x53.jpg,72,2006
2072,Touch It,Busta Rhymes,https://charts-static.billboard.com/img/2005/10/busta-rhymes-sbv-53x53.jpg,73,2006
2073,Rompe,Daddy Yankee,https://charts-static.billboard.com/img/2005/11/daddy-yankee-1tx-53x53.jpg,74,2006
2074,Deja Vu,Beyonce Featuring Jay Z,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,75,2006
2075,Life Is A Highway,Rascal Flatts,https://charts-static.billboard.com/img/2006/06/rascal-flatts-o8u-53x53.jpg,76,2006
2076,Call Me When You're Sober,Evanescence,https://charts-static.billboard.com/img/2006/08/evanescence-d6v-53x53.jpg,77,2006
2077,"Jesus, Take The Wheel",Carrie Underwood,https://charts-static.billboard.com/img/2005/11/carrie-underwood-ko6-53x53.jpg,78,2006
2078,Show Stopper,Danity Kane,https://charts-static.billboard.com/img/2006/08/danity-kane-gn6-53x53.jpg,79,2006
2079,Get Up,Ciara Featuring Chamillionaire,https://charts-static.billboard.com/img/2006/07/ciara-b1v-53x53.jpg,80,2006
2080,We Be Burnin',Sean Paul,https://charts-static.billboard.com/img/2005/03/sean-paul-uyx-91x91.jpg,81,2006
2081,Hate Me,Blue October,https://charts-static.billboard.com/img/2006/02/blue-october-07a-53x53.jpg,82,2006
2082,You And Me,Lifehouse,https://charts-static.billboard.com/img/2005/02/lifehouse-ekp-53x53.jpg,83,2006
2083,Beep,The Pussycat Dolls Featuring will.i.am,https://charts-static.billboard.com/img/2005/12/the-pussycat-dolls-t1l-53x53.jpg,84,2006
2084,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",https://charts-static.billboard.com/img/2005/07/dem-franchize-boyz-a35-53x53.jpg,85,2006
2085,Say Goodbye,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,86,2006
2086,Waiting On The World To Change,John Mayer,https://charts-static.billboard.com/img/2017/05/john-mayer-53x53.jpg,87,2006
2087,Soul Survivor,Young Jeezy Featuring Akon,https://charts-static.billboard.com/img/2005/07/jeezy-g79-53x53.jpg,88,2006
2088,Pump It,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-wdp-53x53.jpg,89,2006
2089,When I'm Gone,Eminem,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,90,2006
2090,Hung Up,Madonna,https://charts-static.billboard.com/img/1982/11/madonna-mcq-53x53.jpg,91,2006
2091,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,https://charts-static.billboard.com/img/2005/07/three-6-mafia-wgx-53x53.jpg,92,2006
2092,Love,Keyshia Cole,https://charts-static.billboard.com/img/2005/10/keyshia-cole-3ov-53x53.jpg,93,2006
2093,When You're Mad,Ne-Yo,https://charts-static.billboard.com/img/2005/08/ne-yo-kuu-53x53.jpg,94,2006
2094,Why You Wanna,T.I.,https://charts-static.billboard.com/img/2006/04/ti-e27-53x53.jpg,95,2006
2095,Stupid Girls,P!nk,https://charts-static.billboard.com/img/2000/01/pnk-6ml-53x53.jpg,96,2006
2096,Feel Good Inc,Gorillaz,https://charts-static.billboard.com/img/2005/04/gorillaz-n6n-53x53.jpg,97,2006
2097,I'm Sprung,T-Pain,https://charts-static.billboard.com/img/2005/08/t-pain-kj8-53x53.jpg,98,2006
2098,Do I Make You Proud,Taylor Hicks,https://charts-static.billboard.com/img/2006/06/taylor-hicks-crw-53x53.jpg,99,2006
2099,For You I Will (Confidence),Teddy Geiger,https://charts-static.billboard.com/img/2006/02/teddy-geiger-29w-53x53.jpg,100,2006
2100,Irreplaceable,Beyonce,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,1,2007
2101,Umbrella,Rihanna Featuring Jay-Z,https://charts-static.billboard.com/img/2007/04/rihanna-t38-53x53.jpg,2,2007
2102,The Sweet Escape,Gwen Stefani Featuring Akon,https://charts-static.billboard.com/img/2006/12/gwen-stefani-72d-53x53.jpg,3,2007
2103,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,4,2007
2104,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,https://charts-static.billboard.com/img/2007/02/t-pain-kj8-53x53.jpg,5,2007
2105,Before He Cheats,Carrie Underwood,https://charts-static.billboard.com/img/2006/02/carrie-underwood-pka-53x53.jpg,6,2007
2106,Hey There Delilah,Plain White T's,https://charts-static.billboard.com/img/2007/03/plain-white-ts-8xj-53x53.jpg,7,2007
2107,I Wanna Love You,Akon Featuring Snoop Dogg,https://charts-static.billboard.com/img/2006/09/akon-5il-i-wanna-love-you-g4m-53x53.jpg,8,2007
2108,Say It Right,Nelly Furtado,https://charts-static.billboard.com/img/2006/11/nelly-furtado-ezw-53x53.jpg,9,2007
2109,Glamorous,Fergie Featuring Ludacris,https://charts-static.billboard.com/img/2007/01/fergie-8pu-53x53.jpg,10,2007
2110,Don't Matter,Akon,https://charts-static.billboard.com/img/2007/01/akon-5il-53x53.jpg,11,2007
2111,Girlfriend,Avril Lavigne,https://charts-static.billboard.com/img/2007/03/avril-lavigne-9qr-53x53.jpg,12,2007
2112,Makes Me Wonder,Maroon 5,https://charts-static.billboard.com/img/2007/04/maroon-5-vhb-53x53.jpg,13,2007
2113,Party Like A Rockstar,Shop Boyz,https://charts-static.billboard.com/img/2007/03/shop-boyz-8yf-53x53.jpg,14,2007
2114,Smack That,Akon Featuring Eminem,https://charts-static.billboard.com/img/1840/12/akon-r9x-53x53.jpg,15,2007
2115,This Is Why I'm Hot,Mims,https://charts-static.billboard.com/img/2006/09/mims-wnl-53x53.jpg,16,2007
2116,It's Not Over,Daughtry,https://charts-static.billboard.com/img/1840/12/daughtry-c5r-53x53.jpg,17,2007
2117,The Way I Are,Timbaland Featuring Keri Hilson,https://charts-static.billboard.com/img/2007/05/timbaland-3i9-53x53.jpg,18,2007
2118,Fergalicious,Fergie,https://charts-static.billboard.com/img/2006/10/fergie-8pu-53x53.jpg,19,2007
2119,Crank That (Soulja Boy),Soulja Boy Tell'em,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-53x53.jpg,20,2007
2120,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,https://charts-static.billboard.com/img/1997/06/timbaland-zbn-53x53.jpg,21,2007
2121,What Goes Around...Comes Around,Justin Timberlake,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,22,2007
2122,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,https://charts-static.billboard.com/img/2006/12/gym-class-heroes-w0q-53x53.jpg,23,2007
2123,How To Save A Life,The Fray,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,24,2007
2124,Home,Daughtry,https://charts-static.billboard.com/img/2007/03/daughtry-uco-53x53.jpg,25,2007
2125,My Love,Justin Timberlake Featuring T.I.,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,26,2007
2126,Stronger,Kanye West,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-53x53.jpg,27,2007
2127,We Fly High,Jim Jones,https://charts-static.billboard.com/img/2006/08/jim-jones-bmq-53x53.jpg,28,2007
2128,U + Ur Hand,P!nk,https://charts-static.billboard.com/img/2006/10/pnk-u9h-u-ur-hand-rcv-53x53.jpg,29,2007
2129,Walk It Out,Unk,https://charts-static.billboard.com/img/2006/07/unk-q7p-53x53.jpg,30,2007
2130,Beautiful Girls,Sean Kingston,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-53x53.jpg,31,2007
2131,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,https://charts-static.billboard.com/img/2006/12/fall-out-boy-zhw-53x53.jpg,32,2007
2132,Bartender,T-Pain Featuring Akon,https://charts-static.billboard.com/img/2007/05/t-pain-kj8-53x53.jpg,33,2007
2133,"Pop, Lock & Drop It",Huey,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,34,2007
2134,Runaway Love,Ludacris Featuring Mary J. Blige,https://charts-static.billboard.com/img/2006/11/ludacris-5cn-53x53.jpg,35,2007
2135,Rockstar,Nickelback,https://charts-static.billboard.com/img/2006/07/nickelback-v3l-rockstar-ejn-53x53.jpg,36,2007
2136,Thnks Fr Th Mmrs,Fall Out Boy,https://charts-static.billboard.com/img/2007/04/fall-out-boy-zhw-53x53.jpg,37,2007
2137,What I've Done,Linkin Park,https://charts-static.billboard.com/img/2007/04/linkin-park-brd-53x53.jpg,38,2007
2138,Summer Love,Justin Timberlake,https://charts-static.billboard.com/img/2007/04/justin-timberlake-wmm-53x53.jpg,39,2007
2139,You,Lloyd Featuring Lil Wayne,https://charts-static.billboard.com/img/2006/06/lloyd-a2k-53x53.jpg,40,2007
2140,Wait For You,Elliott Yamin,https://charts-static.billboard.com/img/2007/03/elliott-yamin-gw6-53x53.jpg,41,2007
2141,Last Night,Diddy Featuring Keyshia Cole,https://charts-static.billboard.com/img/2006/10/puff-daddy-rb6-53x53.jpg,42,2007
2142,Make It Rain,Fat Joe Featuring Lil Wayne,https://charts-static.billboard.com/img/2006/09/fat-joe-02a-53x53.jpg,43,2007
2143,Make Me Better,Fabolous Featuring Ne-Yo,https://charts-static.billboard.com/img/2007/04/fabolous-3lg-53x53.jpg,44,2007
2144,Ice Box,Omarion,https://charts-static.billboard.com/img/2006/11/omarion-3ri-53x53.jpg,45,2007
2145,Lips Of An Angel,Hinder,https://charts-static.billboard.com/img/2006/04/hinder-iwo-53x53.jpg,46,2007
2146,Waiting On The World To Change,John Mayer,https://charts-static.billboard.com/img/2017/05/john-mayer-53x53.jpg,47,2007
2147,Lost Without U,Robin Thicke,https://charts-static.billboard.com/img/1840/12/robin-thicke-wzg-53x53.jpg,48,2007
2148,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),https://charts-static.billboard.com/img/2007/01/bow-wow-ywr-53x53.jpg,49,2007
2149,If Everyone Cared,Nickelback,https://charts-static.billboard.com/img/2007/01/nickelback-5lu-53x53.jpg,50,2007
2150,Get It Shawty,Lloyd,https://charts-static.billboard.com/img/2007/03/lloyd-a2k-53x53.jpg,51,2007
2151,Face Down,The Red Jumpsuit Apparatus,https://charts-static.billboard.com/img/2006/07/the-red-jumpsuit-apparatus-1si-53x53.jpg,52,2007
2152,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,https://charts-static.billboard.com/img/2006/09/baby-boy-da-prince-qu5-53x53.jpg,53,2007
2153,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,https://charts-static.billboard.com/img/2006/09/bow-wow-ywr-53x53.jpg,54,2007
2154,It Ends Tonight,The All-American Rejects,https://charts-static.billboard.com/img/2006/09/the-all-american-rejects-yky-53x53.jpg,55,2007
2155,A Bay Bay,Hurricane Chris,https://charts-static.billboard.com/img/2007/04/hurricane-chris-n06-53x53.jpg,56,2007
2156,Because Of You,Ne-Yo,https://charts-static.billboard.com/img/2007/02/ne-yo-9u2-53x53.jpg,57,2007
2157,I Tried,Bone Thugs-N-Harmony Featuring Akon,https://charts-static.billboard.com/img/2007/03/bone-thugs-n-harmony-897-53x53.jpg,58,2007
2158,Welcome To The Black Parade,My Chemical Romance,https://charts-static.billboard.com/img/2006/09/my-chemical-romance-1es-53x53.jpg,59,2007
2159,Shawty,Plies Featuring T-Pain,https://charts-static.billboard.com/img/2007/04/plies-yvr-53x53.jpg,60,2007
2160,Chasing Cars,Snow Patrol,https://charts-static.billboard.com/img/1840/12/snow-patrol-45e-53x53.jpg,61,2007
2161,Beautiful Liar,Beyonce & Shakira,https://charts-static.billboard.com/img/2002/06/beyonce-0na-53x53.jpg,62,2007
2162,SexyBack,Justin Timberlake,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-53x53.jpg,63,2007
2163,Keep Holding On,Avril Lavigne,https://charts-static.billboard.com/img/2002/04/avril-lavigne-yga-53x53.jpg,64,2007
2164,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,https://charts-static.billboard.com/img/2007/06/keyshia-cole-3ov-53x53.jpg,65,2007
2165,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,66,2007
2166,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,67,2007
2167,Like A Boy,Ciara,https://charts-static.billboard.com/img/2007/03/ciara-b1v-53x53.jpg,68,2007
2168,Who Knew,P!nk,https://charts-static.billboard.com/img/2006/07/pnk-u9h-who-knew-dsd-53x53.jpg,69,2007
2169,Never Again,Kelly Clarkson,https://charts-static.billboard.com/img/2007/04/kelly-clarkson-tcv-53x53.jpg,70,2007
2170,Promise,Ciara,https://charts-static.billboard.com/img/2006/10/ciara-b1v-53x53.jpg,71,2007
2171,Bed,J. Holiday,https://charts-static.billboard.com/img/2007/06/j-holiday-enm-53x53.jpg,72,2007
2172,Throw Some D's,Rich Boy Featuring Polow Da Don,https://charts-static.billboard.com/img/2006/09/rich-boy-d22-53x53.jpg,73,2007
2173,Rehab,Amy Winehouse,https://charts-static.billboard.com/img/2007/03/amy-winehouse-rus-53x53.jpg,74,2007
2174,Big Things Poppin' (Do It),T.I.,https://charts-static.billboard.com/img/2007/04/ti-e27-53x53.jpg,75,2007
2175,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,76,2007
2176,The Great Escape,Boys Like Girls,https://charts-static.billboard.com/img/2007/05/boys-like-girls-9nc-53x53.jpg,77,2007
2177,2 Step,Unk,https://charts-static.billboard.com/img/2007/01/unk-q7p-53x53.jpg,78,2007
2178,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,https://charts-static.billboard.com/img/2006/09/paula-deanda-vy1-53x53.jpg,79,2007
2179,Go Getta,Young Jeezy Featuring R. Kelly,https://charts-static.billboard.com/img/2006/12/jeezy-g79-53x53.jpg,80,2007
2180,Here (In Your Arms),Hellogoodbye,https://charts-static.billboard.com/img/2006/09/hellogoodbye-92u-53x53.jpg,81,2007
2181,On The Hotline,Pretty Ricky,https://charts-static.billboard.com/img/2006/11/pretty-ricky-ail-53x53.jpg,82,2007
2182,Wind It Up,Gwen Stefani,https://charts-static.billboard.com/img/2006/11/gwen-stefani-72d-53x53.jpg,83,2007
2183,Cyclone,Baby Bash Featuring T-Pain,https://charts-static.billboard.com/img/2007/06/baby-bash-kcz-53x53.jpg,84,2007
2184,Break It Off,Rihanna & Sean Paul,https://charts-static.billboard.com/img/2006/11/rihanna-t38-53x53.jpg,85,2007
2185,First Time,Lifehouse,https://charts-static.billboard.com/img/2007/05/lifehouse-ekp-53x53.jpg,86,2007
2186,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,https://charts-static.billboard.com/img/2007/08/50-cent-9ay-53x53.jpg,87,2007
2187,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,https://charts-static.billboard.com/img/2007/02/bow-wow-ywr-53x53.jpg,88,2007
2188,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,89,2007
2189,Shut Up And Drive,Rihanna,https://charts-static.billboard.com/img/2007/06/rihanna-t38-shut-up-and-drive-oe8-53x53.jpg,90,2007
2190,Snow ((Hey Oh)),Red Hot Chili Peppers,https://charts-static.billboard.com/img/1984/09/red-hot-chili-peppers-s9k-53x53.jpg,91,2007
2191,Money Maker,Ludacris Featuring Pharrell,https://charts-static.billboard.com/img/2006/07/ludacris-5cn-53x53.jpg,92,2007
2192,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-abf-53x53.jpg,93,2007
2193,Far Away,Nickelback,https://charts-static.billboard.com/img/2006/01/nickelback-5lu-53x53.jpg,94,2007
2194,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,https://charts-static.billboard.com/img/2006/10/crime-mob-o59-53x53.jpg,95,2007
2195,LoveStoned,Justin Timberlake,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,96,2007
2196,Better Than Me,Hinder,https://charts-static.billboard.com/img/2007/02/hinder-iwo-53x53.jpg,97,2007
2197,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,98,2007
2198,That's That,Snoop Dogg Featuring R. Kelly,https://charts-static.billboard.com/img/1840/12/snoop-dogg-9z6-53x53.jpg,99,2007
2199,Same Girl,R. Kelly Duet With Usher,https://charts-static.billboard.com/img/2017/01/r-kelly-53x53.jpg,100,2007
2200,Low,Flo Rida Featuring T-Pain,https://charts-static.billboard.com/img/2007/09/flo-rida-8v1-53x53.jpg,1,2008
2201,Bleeding Love,Leona Lewis,https://charts-static.billboard.com/img/2008/02/leona-lewis-8c8-53x53.jpg,2,2008
2202,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,3,2008
2203,Lollipop,Lil Wayne Featuring Static Major,https://charts-static.billboard.com/img/2017/08/lil-wayne-53x53.jpg,4,2008
2204,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,5,2008
2205,No Air,Jordin Sparks Duet With Chris Brown,https://charts-static.billboard.com/img/2007/12/jordin-sparks-v2k-no-air-ed4-53x53.jpg,6,2008
2206,Love Song,Sara Bareilles,https://charts-static.billboard.com/img/1840/12/sara-bareilles-7da-53x53.jpg,7,2008
2207,Love In This Club,Usher Featuring Young Jeezy,https://charts-static.billboard.com/img/2008/02/usher-oqp-53x53.jpg,8,2008
2208,With You,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,9,2008
2209,Forever,Chris Brown,https://charts-static.billboard.com/img/2008/04/chris-brown-cte-53x53.jpg,10,2008
2210,Sexy Can I,Ray J & Yung Berg,https://charts-static.billboard.com/img/2008/01/ray-j-rv3-53x53.jpg,11,2008
2211,Take A Bow,Rihanna,https://charts-static.billboard.com/img/2008/03/rihanna-v3t-53x53.jpg,12,2008
2212,Viva La Vida,Coldplay,https://charts-static.billboard.com/img/2008/05/coldplay-j2u-53x53.jpg,13,2008
